sentence,label
"/*
 * @description
 *  Xpath Injection
 * BadSource: File Read data from file (named c:\data.txt)
 * GoodSource: A hardcoded string
 * Sinks:
 *    GoodSink: validate input through StringEscapeUtils
 *    BadSink : user input is used without validate
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* INCIDENTAL:  Incorrect Behavior Order: Validate Before Canonicalize
             *     The user input should be canonicalized before validation. */
/* assume username||password as source */
/* build xpath */
/* POTENTIAL FLAW: user input is used without validate */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Xpath_Injection__File_81_bad.java
Label Definition File: _Xpath_Injection.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import javax.xml.xpath.*;
import org.xml.sax.InputSource;
import org.apache.commons.lang.StringEscapeUtils;
",CWE
"/*
 * @description
 *  Xpath Injection
 * BadSource: getParameter_Servlet Read data from a querystring using getParameter()
 * GoodSource: A hardcoded string
 * Sinks:
 *    GoodSink: validate input through StringEscapeUtils
 *    BadSink : user input is used without validate
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* INCIDENTAL:  Incorrect Behavior Order: Validate Before Canonicalize
             *     The user input should be canonicalized before validation. */
/* assume username||password as source */
/* build xpath */
/* POTENTIAL FLAW: user input is used without validate */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Xpath_Injection__getParameter_Servlet_81_bad.java
Label Definition File: _Xpath_Injection.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import javax.xml.xpath.*;
import org.xml.sax.InputSource;
import org.apache.commons.lang.StringEscapeUtils;
",CWE
"/*
 * @description
 *  Xpath Injection
 * BadSource: URLConnection Read data from a web server with URLConnection
 * GoodSource: A hardcoded string
 * Sinks:
 *    GoodSink: validate input through StringEscapeUtils
 *    BadSink : user input is used without validate
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* running on Windows */
/* running on non-Windows */
/* INCIDENTAL:  Incorrect Behavior Order: Validate Before Canonicalize
             *     The user input should be canonicalized before validation. */
/* assume username||password as source */
/* build xpath */
/* POTENTIAL FLAW: user input is used without validate */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Xpath_Injection__URLConnection_81_bad.java
Label Definition File: _Xpath_Injection.label.xml
Template File: sources-sinks-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import javax.xml.xpath.*;
import org.xml.sax.InputSource;
import org.apache.commons.lang.StringEscapeUtils;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: listen_tcp Read data using a listening tcp connection
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_listen_tcp_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: File Read data from file (named c:\data.txt)
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_File_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: database Read data from a database
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_database_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: PropertiesFile Read data from a .properties file (in property named data)
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_PropertiesFile_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: getParameter_Servlet Read data from a querystring using getParameter()
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_getParameter_Servlet_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: getCookies_Servlet Read data from the first cookie using getCookies()
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_getCookies_Servlet_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: getQueryString_Servlet Parse id param out of the URL query string (without using getParameter())
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_getQueryString_Servlet_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: URLConnection Read data from a web server with URLConnection
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_URLConnection_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Open Redirect
 * BadSource: connect_tcp Read data using an outbound tcp connection
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : place redirect string directly into redirect api call
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* This prevents \r\n (and other chars) and should prevent incidentals such
             * as HTTP Response Splitting and HTTP Header Injection.
             */
/* POTENTIAL FLAW: redirect is sent verbatim; escape the string to prevent ancillary issues like XSS, Response splitting etc */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _Open_Redirect__Servlet_connect_tcp_81_bad.java
Label Definition File: _Open_Redirect__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
import java.net.URI;
import java.net.URISyntaxException;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: getQueryString_Servlet Parse id param out of the URL query string (without using getParameter())
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_getQueryString_Servlet_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: File Read data from file (named c:\data.txt)
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_File_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: PropertiesFile Read data from a .properties file (in property named data)
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_PropertiesFile_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: connect_tcp Read data using an outbound tcp connection
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_connect_tcp_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: database Read data from a database
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_database_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: listen_tcp Read data using a listening tcp connection
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_listen_tcp_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: getParameter_Servlet Read data from a querystring using getParameter()
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_getParameter_Servlet_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: getCookies_Servlet Read data from the first cookie using getCookies()
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_getCookies_Servlet_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS) in Error Message
 * BadSource: URLConnection Read data from a web server with URLConnection
 * GoodSource: A hardcoded string
 * Sinks: sendErrorServlet
 *    BadSink : XSS in sendError
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: script code (e.g. id=<script>alert('xss')</script>) is sent to the client;
            * The built-in J2EE server automatically does some HTML entity encoding.
            * Therefore, to test this, change response.sendError to response.getWriter().println and remove the 404,
            */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS_Error_Message__Servlet_URLConnection_81_bad.java
Label Definition File: _XSS_Error_Message__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS)
 * BadSource: URLConnection Read data from a web server with URLConnection
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : Display of data in web page without any encoding or validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Display of data in web page without any encoding or validation */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS__Servlet_URLConnection_81_bad.java
Label Definition File: _XSS__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS)
 * BadSource: PropertiesFile Read data from a .properties file (in property named data)
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : Display of data in web page without any encoding or validation
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Display of data in web page without any encoding or validation */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS__Servlet_PropertiesFile_81_bad.java
Label Definition File: _XSS__Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
"/*
 * @description
 *  Cross Site Scripting (XSS)
 * BadSource: getCookies_Servlet Read data from the first cookie using getCookies()
 * GoodSource: A hardcoded string
 * Sinks:
 *    BadSink : Display of data in web page after using replaceAll() to remove script tags, which will still allow XSS (: Collapse of Data into Unsafe Value)
 * Flow Variant: 81 Data flow: data passed in a parameter to an abstract method
 *
 * */
/* POTENTIAL FLAW: Display of data in web page after using replaceAll() to remove script tags, which will still allow XSS with strings like <scr<script>ipt> (: Collapse of Data into Unsafe Value) */
/* TEMPLATE GENERATED TESTCASE FILE
Filename: _XSS___Servlet_getCookies_Servlet_81_bad.java
Label Definition File: _XSS___Servlet.label.xml
Template File: sources-sink-81_bad.tmpl.java
*/
import testcasesupport.*;
import javax.servlet.http.*;
",CWE
